/// SU2 - Version 2.00
/// 
P,mBar	T2,K	V(Ge),V	V(Coil),V)	V(Sample-V),V	V(Sample-I),V


976	 4.228	0.11638545245	-0.00075863197	-0.00011243540	1.84077298641
976	 4.228	0.11637607217	-0.00075864652	-0.00011217972	1.83967745304
976	 4.227	0.11637681723	-0.00075856602	-0.00011236138	1.83908629417
976	 4.228	0.11639562994	-0.00075861649	-0.00011234568	1.83792054653
976	 4.227	0.11637567729	-0.00075844157	-0.00011245557	1.83693885803
976	 4.227	0.11638811231	-0.00075826683	-0.00011256434	1.83471238613
976	 4.227	0.11638625711	-0.00075861893	-0.00011290525	1.83453428745
976	 4.227	0.11642006785	-0.00075868628	-0.00011277964	1.83498406410
976	 4.227	0.11638230830	-0.00075870758	-0.00011264059	1.83616328239
976	 4.227	0.11642011255	0.04829112068	-0.00011237482	1.83617401123
976	 4.227	0.11638796329	0.17040179670	-0.00010994698	1.83547258377
977	 4.227	0.11638361961	0.20848454535	-0.00011171543	1.83608198166
977	 4.228	0.11635605991	0.22954219580	-0.00011553942	1.83506846428
977	 4.228	0.11636158079	0.29784259200	-0.00011089793	1.83458602428
977	 4.228	0.11630115658	0.31134739518	-0.00011217185	1.83496701717
978	 4.228	0.11629336327	0.34270331264	-0.00011130051	1.83379280567
978	 4.229	0.11628598720	0.39578443766	-0.00011127023	1.83318924904
978	 4.229	0.11629252881	0.43317538500	-0.00011106614	1.83292210102
978	 4.229	0.11628732830	0.47449949384	-0.00011038881	1.83067739010
978	 4.229	0.11625482142	0.52727425098	-0.00011115360	1.82860255241
978	 4.229	0.11627516150	0.57111912966	-0.00011170870	1.82791936398
978	 4.229	0.11625313014	0.64532715082	-0.00011378666	1.82688081264
978	 4.229	0.11631287634	0.67458117008	-0.00011142386	1.82621264458
977	 4.229	0.11630326509	0.76605039835	-0.00011023854	1.82805645466
977	 4.229	0.11633566022	0.83241474628	-0.00011113006	1.83402895927
977	 4.228	0.11632013321	0.90553104877	-0.00011088784	1.83732354641
977	 4.228	0.11633519083	0.90805190802	-0.00011050879	1.83919620514
977	 4.228	0.11633296311	1.02028310299	-0.00011071625	1.83955657482
977	 4.228	0.11636810005	1.04704451561	-0.00011158084	1.83879816532
976	 4.228	0.11635535955	1.10392522812	-0.00011014321	1.83956229687
976	 4.228	0.11637333781	1.14459359646	-0.00011082840	1.84048664570
976	 4.228	0.11641482264	1.24089241028	-0.00010824692	1.84271788597
977	 4.227	0.11636304110	1.30370175838	-0.00009883163	1.84356021881
976	 4.228	0.11638508737	1.38391864300	-0.00007097372	1.84682214260
976	 4.228	0.11633422971	1.41729116440	-0.00005788023	1.84827387333
976	 4.228	0.11637418717	1.46081423759	-0.00002422133	1.84938323498
976	 4.228	0.11630363762	1.50798654556	0.00002596595	1.85269641876
976	 4.229	0.11630184948	1.54006683826	0.00005707251	1.85530745983
976	 4.229	0.11626511812	1.61790037155	0.00015925811	1.85722255707
976	 4.230	0.11621534824	1.64160680771	0.00019776366	1.85943675041
976	 4.231	0.11616911739	1.68585395813	0.00027389789	1.86157071590
976	 4.231	0.11614742875	1.68038487434	0.00025729666	1.86260628700
