/// SU2 - Version 2.00
/// 
P,mBar	T2,K	V(Ge),V	V(Coil),V)	V(Sample-V),V	V(Sample-I),V


421	 3.461	0.18814840913	-0.00075899810	-0.00011274906	1.86903083324
420	 3.461	0.18818940222	-0.00075935933	-0.00011286568	1.86903190613
421	 3.460	0.18824644387	0.06620692462	-0.00011090321	1.86890041828
420	 3.460	0.18823254108	0.18267670274	-0.00011557950	1.86898922920
420	 3.460	0.18831941485	0.27898514271	-0.00011291502	1.86894690990
420	 3.459	0.18834587932	0.34828352928	-0.00011192480	1.86892259121
419	 3.459	0.18841280043	0.34573373199	-0.00011234982	1.86894595623
419	 3.458	0.18848858774	0.37226060033	-0.00011220067	1.86892724037
419	 3.458	0.18844713271	0.42994076014	-0.00011131474	1.86894905567
419	 3.458	0.18855375051	0.54494512081	-0.00011092000	1.86888670921
419	 3.458	0.18851792812	0.61177533865	-0.00011081572	1.86892616749
419	 3.458	0.18859538436	0.65912008286	-0.00010874894	1.86894822121
419	 3.457	0.18862289190	0.72077620029	-0.00010906069	1.86898624897
418	 3.457	0.18862211704	0.74797648191	-0.00011110277	1.86902248859
418	 3.457	0.18869061768	0.86249840260	-0.00010888798	1.86911487579
418	 3.457	0.18865132332	0.92028790712	-0.00011155245	1.86908841133
418	 3.457	0.18869701028	0.98303574324	-0.00010882405	1.86902320385
418	 3.456	0.18870119750	1.07592296600	-0.00011091099	1.86898267269
418	 3.456	0.18872371316	1.12089991570	-0.00011102763	1.86893320084
418	 3.456	0.18877594173	1.15174365044	-0.00011036037	1.86882483959
418	 3.456	0.18878169358	1.21899354458	-0.00011110611	1.86885690689
418	 3.456	0.18877619505	1.43014109135	-0.00010008037	1.86879324913
418	 3.455	0.18885830045	1.50030994415	-0.00010658233	1.86883151531
417	 3.455	0.18886162341	1.61120319366	-0.00009501831	1.86881375313
418	 3.455	0.18890288472	1.67443895340	-0.00007817804	1.86886191368
418	 3.455	0.18879534304	1.81390881538	-0.00000972580	1.86886680126
417	 3.456	0.18877300620	1.84838008881	0.00003105662	1.86883485317
418	 3.456	0.18870724738	1.87799644470	0.00006619836	1.86876642704
417	 3.456	0.18867334723	1.92909836769	0.00011173898	1.86868441105
417	 3.457	0.18860223889	2.08443808556	0.00026527623	1.86871504784
417	 3.458	0.18841472268	2.15021824837	0.00036698283	1.86866140366
417	 3.459	0.18828049302	2.17111992836	0.00037791999	1.86855733395
417	 3.460	0.18823777139	2.19328165054	0.00039464122	1.86868882179
417	 3.461	0.18821370602	2.21751141548	0.00041678801	1.86863911152
417	 3.461	0.18819086254	2.35642170906	0.00046821701	1.86865592003
417	 3.461	0.18812324107	2.41004037857	0.00049366185	1.86866497993
416	 3.462	0.18812152743	2.46082711220	0.00049562997	1.86880171299
417	 3.462	0.18811860681	2.58321309090	0.00050324202	1.86869943142
416	 3.462	0.18811275065	2.66954612732	0.00050311978	1.86862540245
416	 3.462	0.18815208972	2.75087857246	0.00050393946	1.86864912510
416	 3.462	0.18813875318	2.85395741463	0.00050552405	1.86863243580
416	 3.462	0.18816953897	2.92773509026	0.00050668226	1.86854791641
416	 3.462	0.18815402687	2.95563340187	0.00050722685	1.86861097813
416	 3.462	0.18815061450	2.88845586777	0.00050566247	1.86866605282
417	 3.461	0.18822111189	2.83730244637	0.00050526101	1.86863207817
416	 3.461	0.18821015954	2.74993300438	0.00050248660	1.86869847775
416	 3.461	0.18827858567	2.68271613121	0.00049909990	1.86871409416
416	 3.461	0.18822197616	2.57964134216	0.00049943960	1.86877441406
416	 3.461	0.18826782703	2.47770571709	0.00049189024	1.86889600754
416	 3.461	0.18828274310	2.43071389198	0.00049490581	1.86890161037
416	 3.461	0.18833386898	2.28280663490	0.00048444301	1.86883449554
416	 3.460	0.18833082914	2.16856765747	0.00038913765	1.86886811256
416	 3.460	0.18849384785	2.09664082527	0.00031335262	1.86885213852
416	 3.459	0.18858003616	2.04028749466	0.00028086532	1.86875116825
416	 3.458	0.18871940672	1.92653441429	0.00017791524	1.86863958836
416	 3.457	0.18884758651	1.87332391739	0.00009848901	1.86866116524
416	 3.455	0.18896900117	1.82998478413	0.00007381004	1.86868000031
416	 3.455	0.18904319406	1.79197061062	0.00003817722	1.86878669262
416	 3.454	0.18909715116	1.72534275055	-0.00000824586	1.86866223812
415	 3.453	0.18917068839	1.65701949596	-0.00004434408	1.86867785454
415	 3.453	0.18927511573	1.62434005737	-0.00005664149	1.86869037151
415	 3.452	0.18933014572	1.50499153137	-0.00008700370	1.86864566803
415	 3.452	0.18937931955	1.41681408882	-0.00010997471	1.86860573292
415	 3.451	0.18942782283	1.16206514835	-0.00011357445	1.86844587326
415	 3.451	0.18942159414	1.02557957172	-0.00010848660	1.86835598946
415	 3.451	0.18946242332	0.81773173809	-0.00011623107	1.86836409569
415	 3.450	0.18945625424	0.63710564375	-0.00011122283	1.86824071407
415	 3.450	0.18948319554	0.52594929934	-0.00011073054	1.86823987961
415	 3.450	0.18950912356	0.30864101648	-0.00011338715	1.86819112301
415	 3.450	0.18948379159	0.08600863814	-0.00011511413	1.86821889877
414	 3.450	0.18952533603	-0.00075544254	-0.00011293744	1.86825263500
