Data Point Listing of File C:\Documents and Settings\NMR\Desktop\FPraktikum\2021\16122021\centerfrquency-1.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	kHz
4338.359	664.024	1062.012
-6989.324	-655.974	1059.570
-1731.170	-993.085	1057.129
-760.369	5510.767	1054.688
-1464.970	3312.859	1052.246
-8616.816	-2416.544	1049.805
-4138.578	-1927.327	1047.363
2407.231	-1444.309	1044.922
709.768	6090.630	1042.480
6513.986	-235.557	1040.039
6180.433	3589.059	1037.598
-6567.560	-1011.771	1035.156
-1246.926	6960.653	1032.715
2171.655	-3864.459	1030.273
-6400.186	-4095.407	1027.832
6485.205	-1196.928	1025.391
-1098.425	-3342.884	1022.949
-6232.322	-3128.511	1020.508
2524.515	-11719.616	1018.066
1238.005	4167.632	1015.625
2476.339	6377.324	1013.184
5456.312	7813.673	1010.742
-695.817	-72.820	1008.301
-2543.535	-9010.121	1005.859
-878.507	7217.833	1003.418
-7534.014	-5890.785	1000.977
348.329	-4791.722	998.535
-4585.061	-5538.920	996.094
5682.553	-1365.745	993.652
980.463	-1283.493	991.211
-1062.675	-6545.386	988.770
-1102.650	-3268.853	986.328
-7831.318	-5477.635	983.887
-3518.940	-5924.312	981.445
1230.750	7286.100	979.004
-2608.155	-3405.694	976.563
684.474	5111.073	974.121
-1281.906	-4195.776	971.680
10076.739	3248.755	969.238
6433.438	2953.393	966.797
1176.808	-4553.483	964.355
-3841.037	-331.297	961.914
-8816.145	5984.528	959.473
-940.867	-47.577	957.031
1653.726	-2830.995	954.590
-1640.405	131.723	952.148
-446.108	-614.133	949.707
3473.269	-419.416	947.266
5063.934	-1043.197	944.824
3218.212	2957.474	942.383
-1909.767	3330.245	939.941
-1442.652	-4613.777	937.500
-4559.614	-3586.559	935.059
-2678.013	-9319.611	932.617
1387.867	-3460.416	930.176
-4996.227	1448.063	927.734
4294.481	-12040.395	925.293
839.151	165.153	922.852
2940.045	4136.820	920.410
-2929.050	6110.241	917.969
7298.014	-560.299	915.527
-4443.146	72.769	913.086
2909.893	-3712.088	910.645
-794.251	-1661.892	908.203
1689.947	-786.586	905.762
-7983.975	5373.360	903.320
-605.067	-2904.383	900.879
-7592.427	8126.557	898.438
7724.585	6903.524	895.996
-1315.447	8412.037	893.555
-4191.038	3819.563	891.113
-3092.783	157.746	888.672
-317.439	-11293.906	886.230
5746.102	-4838.684	883.789
-12175.293	-4773.870	881.348
2828.670	14294.688	878.906
-5823.119	-5577.949	876.465
-3418.173	4954.944	874.023
-729.639	2417.067	871.582
-7434.897	2256.677	869.141
2397.899	-4432.927	866.699
2745.196	408.750	864.258
-3091.380	8017.466	861.816
-11075.890	980.851	859.375
-748.231	-4952.616	856.934
-1770.561	-1408.542	854.492
3668.163	2907.417	852.051
-7720.436	9041.215	849.609
4874.413	-2831.552	847.168
3583.252	-1164.393	844.727
6824.539	-195.240	842.285
-11200.844	930.002	839.844
1813.525	1557.536	837.402
2056.865	5855.230	834.961
4925.906	-5643.146	832.520
1909.749	3911.576	830.078
-10950.052	2653.359	827.637
2433.810	547.975	825.195
-659.930	2736.351	822.754
3511.315	-4491.382	820.313
-2652.611	-69.830	817.871
-3714.903	-5173.036	815.430
-895.678	14097.354	812.988
1386.742	-6336.431	810.547
179.487	-3945.414	808.105
3925.955	4725.726	805.664
194.615	3780.068	803.223
7858.433	-2952.456	800.781
-5490.462	-55.093	798.340
1277.972	7192.069	795.898
-9062.658	-3001.362	793.457
-420.558	-5494.087	791.016
5423.145	14269.725	788.574
9378.092	-11986.420	786.133
7657.517	1167.923	783.691
-2369.207	3904.575	781.250
-2712.744	-6455.114	778.809
-6114.563	-6445.546	776.367
-7078.195	7103.942	773.926
-1347.931	-6021.416	771.484
-4996.540	888.043	769.043
-6488.450	4470.658	766.602
-1370.013	5492.988	764.160
11280.654	-2896.974	761.719
-4311.012	17963.613	759.277
-13021.428	5564.904	756.836
3779.828	-9737.973	754.395
1177.776	-1304.703	751.953
3027.924	62.404	749.512
-1232.548	-10769.555	747.070
7950.949	2792.795	744.629
-3879.757	-350.906	742.188
2949.539	1336.182	739.746
6729.251	-12077.877	737.305
4981.066	1263.080	734.863
2461.059	-1723.803	732.422
-1116.520	2491.619	729.980
2502.547	520.775	727.539
4462.803	1366.479	725.098
-2280.873	5190.592	722.656
-3389.016	-6445.158	720.215
1777.088	-3126.361	717.773
8517.230	-1577.958	715.332
-12304.836	7891.929	712.891
2261.363	13193.210	710.449
4248.099	-1509.944	708.008
494.827	7866.003	705.566
-7211.646	7188.329	703.125
6058.720	8875.122	700.684
-2983.572	1247.178	698.242
3132.179	2946.130	695.801
11368.723	705.541	693.359
39.418	8287.909	690.918
-2696.710	-4962.197	688.477
-8325.843	108.335	686.035
-808.959	2012.793	683.594
-2939.764	-2016.355	681.152
5089.239	2677.995	678.711
7412.984	3811.725	676.270
-490.816	6088.358	673.828
-10437.245	2483.464	671.387
-7178.991	7600.225	668.945
6797.839	870.159	666.504
-9394.835	9356.408	664.063
11625.248	-5969.701	661.621
-3931.605	-916.813	659.180
-1141.587	3479.795	656.738
10433.656	2889.761	654.297
-2224.745	8723.154	651.855
4703.378	9248.659	649.414
650.390	-4741.056	646.973
13233.112	-3278.457	644.531
6488.729	-4790.541	642.090
5889.502	-20341.078	639.648
7532.567	-8355.410	637.207
-3629.371	-5039.453	634.766
-3378.440	4230.648	632.324
2299.792	1572.632	629.883
22376.344	-2833.722	627.441
-2933.459	1721.424	625.000
17763.150	4636.393	622.559
-1338.260	9490.894	620.117
3956.787	-2019.253	617.676
-1424.403	12.346	615.234
-246.307	5981.594	612.793
6625.701	7086.914	610.352
-428.125	4082.966	607.910
-4099.875	220.956	605.469
-3034.782	1916.065	603.027
-8423.842	4326.992	600.586
50.434	-2754.102	598.145
3881.647	-3043.119	595.703
2671.622	-132.325	593.262
14573.656	817.615	590.820
-1871.291	-4452.266	588.379
-13044.977	5748.220	585.938
-1681.761	-5249.716	583.496
2377.669	5222.632	581.055
-5964.895	3332.802	578.613
-145.107	4423.002	576.172
6384.507	1116.900	573.730
244.411	-5036.731	571.289
-8638.618	2668.618	568.848
-4416.978	-10693.838	566.406
5541.709	-7559.738	563.965
1907.714	-748.141	561.523
-3821.417	6711.147	559.082
1687.263	-1669.006	556.641
3141.954	2144.445	554.199
-13686.750	68.220	551.758
942.714	10763.092	549.316
-18641.809	-11125.405	546.875
-12500.853	-6305.880	544.434
4271.074	-6571.041	541.992
10531.706	1884.534	539.551
-1506.257	-7350.191	537.109
5640.581	1639.352	534.668
5014.957	3377.076	532.227
-7520.502	-1162.754	529.785
-2357.648	-6940.808	527.344
1672.221	-6481.914	524.902
2458.988	-5151.645	522.461
-7353.625	-8505.205	520.020
-1809.249	4128.758	517.578
8440.810	17557.285	515.137
-4475.300	7340.955	512.695
-14426.070	2365.945	510.254
-3156.189	-79.928	507.813
11525.146	3174.207	505.371
1955.841	-3374.369	502.930
-10336.670	-8055.400	500.488
-5866.324	-12283.447	498.047
9033.463	6369.185	495.605
2079.271	-8377.804	493.164
-2027.071	-724.453	490.723
3983.742	4543.560	488.281
-9388.526	-7070.558	485.840
2767.436	-1333.171	483.398
5149.939	-4916.358	480.957
4259.421	8232.099	478.516
3392.243	-4914.389	476.074
10530.808	-2258.257	473.633
-909.461	-5562.405	471.191
11567.359	6498.130	468.750
9179.032	-2512.008	466.309
-8222.287	-5678.904	463.867
-3956.450	4800.673	461.426
-3893.659	-4355.550	458.984
-1028.285	-6897.010	456.543
18053.980	-2277.347	454.102
-10397.928	-7132.582	451.660
-7978.184	-925.654	449.219
6746.891	5797.947	446.777
-8590.099	-8531.747	444.336
-6249.354	17264.795	441.895
1051.258	5868.437	439.453
3247.821	-5231.737	437.012
1698.599	-9420.945	434.570
22351.143	12614.204	432.129
-2210.772	-912.862	429.688
13420.604	606.428	427.246
-8813.313	-5707.518	424.805
7921.394	-10821.146	422.363
-2597.846	2942.882	419.922
-1910.074	-2524.872	417.480
11263.146	-12206.524	415.039
-2510.753	6797.032	412.598
-5480.300	3953.726	410.156
8029.804	7961.610	407.715
3701.168	-8967.983	405.273
-1904.975	3446.769	402.832
9094.671	-5595.716	400.391
-2979.758	16063.199	397.949
-3381.267	-3730.708	395.508
-7620.084	5773.069	393.066
2925.980	-6750.344	390.625
4838.224	-9804.957	388.184
6052.685	13823.102	385.742
6880.971	5048.637	383.301
-1693.487	-4372.741	380.859
4520.355	7489.730	378.418
-8480.464	-10869.566	375.977
7368.771	-7245.524	373.535
9396.064	5474.327	371.094
6794.996	-2489.629	368.652
675.477	-5973.385	366.211
1235.503	-2889.005	363.770
5509.731	7323.938	361.328
9272.358	1998.210	358.887
-297.458	-3832.694	356.445
-15855.389	10293.492	354.004
5653.338	3822.563	351.563
-12161.843	3086.488	349.121
16275.271	-6743.440	346.680
5372.148	-7755.357	344.238
151.413	9645.410	341.797
4280.810	1196.141	339.355
-9136.029	3544.685	336.914
-3205.373	-9564.540	334.473
-1903.962	-5289.297	332.031
170.561	161.134	329.590
-5784.189	1029.443	327.148
2796.926	-3044.509	324.707
-10254.410	-1056.516	322.266
1641.910	-2600.301	319.824
-5212.861	-3699.812	317.383
-3556.863	-7753.584	314.941
-6152.019	-7100.312	312.500
-8741.646	2884.691	310.059
-257.046	8846.244	307.617
-11039.844	108.761	305.176
5873.099	14501.524	302.734
-11760.266	2442.299	300.293
-5912.043	4867.378	297.852
6968.937	-2511.100	295.410
-4686.688	3684.706	292.969
1538.910	-6114.659	290.527
-166.483	5525.061	288.086
-2021.910	-9997.629	285.645
-3119.926	14224.648	283.203
-184.517	1834.449	280.762
2843.575	-7327.536	278.320
13732.793	19941.346	275.879
2880.227	-4696.279	273.438
10971.875	4571.599	270.996
7543.536	-762.212	268.555
-2586.105	296.758	266.113
378.969	17239.680	263.672
-238.275	-4288.643	261.230
1793.564	2472.216	258.789
-594.672	-5180.036	256.348
562.002	682.548	253.906
10358.567	8163.559	251.465
-2443.419	7760.572	249.023
1015.606	3199.865	246.582
-1947.963	-4134.037	244.141
8538.659	-2275.031	241.699
3382.191	-2508.650	239.258
-2188.796	-9587.037	236.816
-5774.576	-6723.782	234.375
-7684.708	2872.239	231.934
2282.500	-5958.044	229.492
-5730.643	2981.373	227.051
5135.172	2133.955	224.609
-16295.723	3222.232	222.168
2133.202	-1508.577	219.727
-2559.625	1301.796	217.285
1074.734	-18645.662	214.844
-7568.327	-3604.973	212.402
-10257.576	3667.468	209.961
-2872.907	-7215.577	207.520
-9206.251	15592.607	205.078
6450.764	4558.722	202.637
303.324	11191.293	200.195
-2740.313	3926.766	197.754
-12867.574	-2634.047	195.313
-1846.529	9322.645	192.871
-5607.561	6757.487	190.430
728.612	1000.916	187.988
5946.511	-2452.018	185.547
13900.998	-5529.897	183.105
-4384.381	18916.686	180.664
9248.859	-4305.130	178.223
-14520.793	6308.778	175.781
8281.432	-1302.457	173.340
1095.749	-8604.957	170.898
553.516	2478.016	168.457
-9089.849	7206.088	166.016
9177.545	-11257.419	163.574
-1298.626	-8306.119	161.133
6232.220	2717.136	158.691
-1907.568	1429.771	156.250
5720.383	4276.892	153.809
1546.984	12467.122	151.367
7411.901	1493.154	148.926
-7555.361	3428.642	146.484
13593.885	-10551.703	144.043
-1422.718	-2320.670	141.602
2044.482	-803.050	139.160
-1832.496	19901.504	136.719
2392.084	-4642.375	134.277
-6048.482	-4184.913	131.836
9314.924	-150.315	129.395
9734.148	6712.053	126.953
-2261.180	6908.464	124.512
4152.558	-3804.532	122.070
4765.401	992.140	119.629
8041.134	-544.351	117.188
-567.704	-7944.077	114.746
-6928.500	4378.864	112.305
-6563.780	12824.064	109.863
-3911.643	-9115.778	107.422
3801.928	-1238.005	104.980
1879.719	-5768.667	102.539
2403.134	1667.969	100.098
5381.041	-9737.137	97.656
-18682.990	1725.838	95.215
2868.440	8268.828	92.773
-1429.988	5703.836	90.332
-3276.757	-5399.074	87.891
-12107.049	-5795.406	85.449
-10111.562	-3158.326	83.008
-3018.219	-8004.528	80.566
-8245.588	5594.258	78.125
-4227.765	-6.985	75.684
6319.051	-1520.724	73.242
2437.081	5689.357	70.801
-13972.954	-6318.912	68.359
691.557	-7228.669	65.918
5178.168	-7049.614	63.477
-9162.139	-1744.279	61.035
-7121.077	7045.388	58.594
-50.406	-4312.220	56.152
-11407.616	-15822.221	53.711
-1877.164	-2537.451	51.270
-1472.780	-7109.484	48.828
-5871.268	2254.274	46.387
-2787.153	-3841.173	43.945
11846.421	490.570	41.504
6556.944	939.104	39.063
-1621.886	7088.535	36.621
-4758.230	2058.529	34.180
-5314.685	8752.686	31.738
13610.953	-3571.911	29.297
8075.959	8257.563	26.855
-1810.992	-4905.478	24.414
-1585.316	-3478.041	21.973
-3043.346	-2745.298	19.531
-4653.025	1743.256	17.090
-688.553	-11262.742	14.648
3931.633	1870.841	12.207
536.717	-2464.568	9.766
-165.162	3303.205	7.324
12750.456	-4364.515	4.883
-7628.538	-8230.886	2.441
-430.455	-4554.803	0.000
-8570.543	2540.855	-2.441
-6465.615	5767.321	-4.883
-605.291	1488.665	-7.324
-45.061	-5355.985	-9.766
14337.439	11741.215	-12.207
10425.727	-9476.839	-14.648
-3099.082	1655.254	-17.090
-2294.059	-1802.440	-19.531
1923.027	5676.399	-21.973
-1541.011	13962.478	-24.414
-9282.765	-3579.394	-26.855
3135.809	6357.986	-29.297
-165.671	-6274.681	-31.738
2834.260	-7066.378	-34.180
-8312.618	-1828.535	-36.621
-42.660	1538.396	-39.063
8286.344	-4341.672	-41.504
-5412.628	11753.611	-43.945
-1519.945	-6435.960	-46.387
7575.942	3075.424	-48.828
981.800	-178.041	-51.270
-4371.400	-4280.136	-53.711
-578.058	-5460.471	-56.152
1306.338	3460.287	-58.594
-12006.201	695.019	-61.035
6586.740	685.219	-63.477
-1673.782	1624.666	-65.918
3031.271	12320.136	-68.359
2287.602	696.970	-70.801
-3445.493	-488.877	-73.242
-8002.153	3047.055	-75.684
-11018.433	6530.887	-78.125
6603.557	-17188.395	-80.566
-8002.679	15026.607	-83.008
-2489.125	-8178.569	-85.449
6314.787	9820.047	-87.891
-1869.066	5433.737	-90.332
-33.182	2759.255	-92.773
-2509.200	-994.541	-95.215
341.184	-595.903	-97.656
-1490.167	-2853.759	-100.098
4859.499	10690.965	-102.539
-1776.893	-8726.711	-104.980
4815.421	-3886.470	-107.422
-2122.139	-3480.383	-109.863
17329.129	3939.187	-112.305
2964.129	287.613	-114.746
6216.829	-4285.712	-117.188
-6592.919	-2143.563	-119.629
4962.589	6961.947	-122.070
450.135	-2556.263	-124.512
-10788.432	-5927.394	-126.953
-8454.897	-1667.498	-129.395
-2313.267	-4172.838	-131.836
1994.248	-10839.512	-134.277
-1101.850	-2794.120	-136.719
-1937.878	-1132.297	-139.160
-4276.569	56.788	-141.602
-13768.020	114.198	-144.043
6329.758	5363.169	-146.484
8945.690	-225.686	-148.926
7159.740	-10715.448	-151.367
4850.072	7513.169	-153.809
2710.460	-10280.996	-156.250
461.245	-7648.256	-158.691
6940.456	-4057.705	-161.133
4442.891	4005.902	-163.574
1226.197	1472.159	-166.016
1100.060	10774.212	-168.457
-15034.580	-2829.717	-170.898
2852.940	-15461.896	-173.340
4436.506	-2325.905	-175.781
3749.594	-9173.825	-178.223
10429.717	-11387.813	-180.664
-7474.438	-6996.670	-183.105
19647.027	13296.502	-185.547
630.569	-12498.754	-187.988
7115.121	-1928.462	-190.430
8513.483	9.417	-192.871
-10117.680	-9739.844	-195.313
6447.317	1982.455	-197.754
-11129.924	-14177.209	-200.195
-3421.209	-3575.564	-202.637
-3168.438	1025.811	-205.078
456.354	987.184	-207.520
14587.750	4845.594	-209.961
-8433.723	-9573.510	-212.402
-8564.425	-13160.996	-214.844
-12662.632	-186.775	-217.285
-8607.004	2052.774	-219.727
6455.445	7921.137	-222.168
-3235.475	-1992.190	-224.609
10186.406	-9489.724	-227.051
8502.096	11571.738	-229.492
-3058.522	-4224.435	-231.934
7162.372	3359.820	-234.375
4466.921	-8261.143	-236.816
-847.104	7985.759	-239.258
-5460.113	8551.467	-241.699
1462.798	-9836.443	-244.141
-1041.676	-3782.203	-246.582
-4910.729	11521.365	-249.023
-2868.076	-3271.666	-251.465
-3087.394	3478.334	-253.906
-8256.851	-6312.410	-256.348
8908.147	-1980.518	-258.789
-6876.866	3089.606	-261.230
11517.131	-5902.228	-263.672
-8796.932	8808.420	-266.113
-9247.954	1623.370	-268.555
-6012.863	5674.113	-270.996
4490.322	2019.130	-273.438
-4361.039	9370.274	-275.879
-9028.516	-5471.959	-278.320
-2500.160	-530.028	-280.762
-10107.313	18285.254	-283.203
-9835.890	-5662.265	-285.645
-7778.471	6891.420	-288.086
-6672.990	6427.223	-290.527
6513.334	3200.005	-292.969
-9535.652	-11397.225	-295.410
-2091.294	-8709.197	-297.852
-3238.457	-2124.828	-300.293
-4917.707	4179.675	-302.734
11162.502	-8082.084	-305.176
8572.265	569.406	-307.617
9699.711	3972.797	-310.059
-4479.848	7014.715	-312.500
-6582.478	5481.030	-314.941
-7089.166	-9756.600	-317.383
-2869.816	1299.595	-319.824
-914.612	362.299	-322.266
3510.966	2637.889	-324.707
-5867.396	-8881.043	-327.148
-2229.399	-164.572	-329.590
-1080.931	10513.870	-332.031
-7583.279	1458.310	-334.473
-4185.555	-8143.102	-336.914
819.124	2959.929	-339.355
-6062.348	2558.736	-341.797
898.775	1452.140	-344.238
-8239.866	915.972	-346.680
5430.794	11526.266	-349.121
-5377.394	-2234.876	-351.563
-3573.139	-44.419	-354.004
-1957.126	4035.070	-356.445
330.424	2932.899	-358.887
-6929.077	1236.194	-361.328
-9036.125	5090.854	-363.770
15664.457	13769.764	-366.211
-1137.428	-5440.510	-368.652
-514.653	-59.590	-371.094
458.408	8747.622	-373.535
9312.500	-5775.439	-375.977
-7976.259	1124.037	-378.418
-6072.911	132.865	-380.859
3858.731	1110.727	-383.301
-1782.932	11078.421	-385.742
2794.838	2187.534	-388.184
-3717.573	2343.990	-390.625
-2297.630	7253.646	-393.066
-2663.128	4731.531	-395.508
-8237.068	12002.205	-397.949
-11985.615	12386.539	-400.391
3769.426	8345.297	-402.832
4644.188	7826.308	-405.273
-6172.983	451.517	-407.715
-8254.539	-14863.313	-410.156
-6282.087	6667.727	-412.598
-8432.047	-2566.718	-415.039
-8109.896	4054.113	-417.480
-1302.303	73.621	-419.922
-7168.878	3986.599	-422.363
4678.040	10659.736	-424.805
-4392.512	4317.185	-427.246
10006.239	9986.459	-429.688
-278.750	-4512.872	-432.129
3401.839	811.396	-434.570
-500.135	-3194.735	-437.012
3125.119	-2228.233	-439.453
-4972.327	-870.576	-441.895
3029.728	788.051	-444.336
-218.893	-10866.779	-446.777
6798.790	-8173.577	-449.219
-616.724	-934.293	-451.660
-8615.732	-7791.810	-454.102
-19131.170	5773.778	-456.543
-2825.208	-5144.741	-458.984
4530.306	-9318.221	-461.426
-3763.952	4354.612	-463.867
-10377.706	3621.484	-466.309
-11222.170	3768.445	-468.750
-11437.029	-481.116	-471.191
-11612.451	536.937	-473.633
-1358.301	-1007.783	-476.074
-11232.605	2965.059	-478.516
-16257.871	-9387.604	-480.957
-17403.791	2652.477	-483.398
-19877.820	5356.851	-485.840
-20664.607	17131.875	-488.281
-21841.379	-160.860	-490.723
-29101.338	7859.165	-493.164
-22248.475	14011.996	-495.605
-24788.492	23473.344	-498.047
-23904.951	32995.859	-500.488
-22819.148	34642.375	-502.930
-20506.951	40369.883	-505.371
-10222.915	43684.703	-507.813
-11177.395	59798.711	-510.254
-6410.379	55885.352	-512.695
18597.904	60029.367	-515.137
17217.633	62285.672	-517.578
41706.949	58709.813	-520.020
51420.824	39306.539	-522.461
58335.102	31718.879	-524.902
57690.641	22985.287	-527.344
71142.625	-287.075	-529.785
54127.820	-11627.022	-532.227
55120.434	-17800.904	-534.668
35689.965	-16270.828	-537.109
32946.145	-28506.672	-539.551
33884.297	-31473.234	-541.992
12416.386	-22903.816	-544.434
16504.797	-13628.742	-546.875
9075.731	-28778.320	-549.316
11445.795	-30611.682	-551.758
574.830	-22873.590	-554.199
-4679.075	-26632.107	-556.641
-2553.436	-9783.370	-559.082
-9243.833	-15874.229	-561.523
-6672.897	-13900.348	-563.965
-16366.963	-4462.100	-566.406
15155.795	-5880.525	-568.848
1613.233	-1102.310	-571.289
9439.480	5414.776	-573.730
-22607.430	9641.924	-576.172
-12788.673	-9651.494	-578.613
-18441.168	-3146.999	-581.055
4717.512	6404.859	-583.496
3574.849	-14882.699	-585.938
6122.793	10466.006	-588.379
-1868.819	3500.583	-590.820
-27.763	-9310.139	-593.262
11640.467	-3674.376	-595.703
-5496.524	-3852.205	-598.145
2249.867	4595.146	-600.586
9441.328	-7506.739	-603.027
5711.310	-4728.806	-605.469
-9585.951	-1636.328	-607.910
10189.458	8118.676	-610.352
106.905	7344.177	-612.793
2921.176	9613.426	-615.234
1561.495	-7402.267	-617.676
-3754.830	-1348.409	-620.117
5960.572	-1622.841	-622.559
-11052.104	-9966.799	-625.000
1614.459	-7795.446	-627.441
8142.813	-4823.379	-629.883
12736.822	4553.494	-632.324
5992.176	3616.491	-634.766
1316.732	-1672.154	-637.207
1962.034	5987.010	-639.648
3786.864	-1496.974	-642.090
5416.410	-4409.843	-644.531
1405.299	3523.328	-646.973
7874.787	-7743.346	-649.414
-9052.867	-2754.967	-651.855
3810.674	-4025.419	-654.297
3626.060	-7544.430	-656.738
-4858.039	-6537.976	-659.180
2623.450	-6189.247	-661.621
94.613	-3434.047	-664.063
-5519.817	-1717.638	-666.504
10894.024	-2012.234	-668.945
-9169.084	4334.610	-671.387
-4757.154	170.696	-673.828
-1456.059	-4885.240	-676.270
5979.871	7399.655	-678.711
-5086.474	-3460.062	-681.152
-4215.215	7268.184	-683.594
5680.631	-2590.699	-686.035
6709.763	15551.213	-688.477
9469.885	-6338.491	-690.918
-12973.557	-2178.082	-693.359
1525.751	-10598.557	-695.801
4476.179	3222.935	-698.242
2630.641	1940.454	-700.684
-3827.567	-4210.403	-703.125
-11631.081	-586.532	-705.566
6994.096	-4086.085	-708.008
-6772.562	-3493.271	-710.449
7766.993	2821.197	-712.891
9998.333	-64.841	-715.332
33.160	-2781.240	-717.773
-327.836	6017.761	-720.215
7687.328	-8181.397	-722.656
243.016	682.135	-725.098
526.382	1278.302	-727.539
-6952.322	125.068	-729.980
13559.568	-2884.716	-732.422
-6844.704	-656.165	-734.863
-1923.863	2965.508	-737.305
4737.065	-4263.278	-739.746
-5214.380	921.558	-742.188
805.987	-4985.686	-744.629
-4040.790	-4087.019	-747.070
7691.121	8081.369	-749.512
2894.808	-743.922	-751.953
4281.368	-2268.826	-754.395
2281.177	5000.928	-756.836
3186.351	-1979.959	-759.277
7072.162	460.523	-761.719
3786.406	-10606.442	-764.160
10206.945	208.494	-766.602
3532.758	-854.518	-769.043
-9548.460	-403.207	-771.484
6093.269	2702.807	-773.926
-2071.866	1801.730	-776.367
2279.851	2581.066	-778.809
1194.313	-740.165	-781.250
-6903.952	9121.480	-783.691
9898.631	-6209.596	-786.133
2636.499	-2999.737	-788.574
6489.457	-1072.553	-791.016
-5551.382	-1459.211	-793.457
-3158.803	7126.732	-795.898
-760.632	-4932.515	-798.340
45.420	-2647.531	-800.781
-2776.647	2430.803	-803.223
-4939.740	1477.427	-805.664
7784.739	13163.482	-808.105
-263.206	4004.238	-810.547
-8241.246	3886.550	-812.988
5308.538	-3904.609	-815.430
-6372.713	3434.574	-817.871
-8386.594	-9276.848	-820.313
4123.787	278.100	-822.754
-2773.466	-2011.146	-825.195
-10728.624	-11047.741	-827.637
7882.337	2190.559	-830.078
4878.907	-10718.168	-832.520
5419.828	-9024.399	-834.961
897.692	-9091.325	-837.402
-7648.894	-10480.301	-839.844
17111.469	2756.676	-842.285
-3870.759	-5998.051	-844.727
4749.943	-2151.734	-847.168
5405.331	-3914.389	-849.609
14761.889	960.631	-852.051
5385.543	-341.819	-854.492
-6809.370	-3866.845	-856.934
-2670.397	5001.625	-859.375
-2727.703	-8983.049	-861.816
8213.824	7417.281	-864.258
-2602.214	269.698	-866.699
-3127.997	-10875.400	-869.141
2153.875	2893.409	-871.582
3124.315	2589.656	-874.023
3199.741	2248.033	-876.465
3731.915	5328.387	-878.906
3940.461	-397.542	-881.348
-13303.557	-3429.296	-883.789
-7995.628	-3354.404	-886.230
-2713.802	-6479.135	-888.672
-6266.926	177.119	-891.113
-5512.438	9506.209	-893.555
4884.930	-5115.148	-895.996
2360.046	-2289.645	-898.438
-1865.190	5401.137	-900.879
-249.535	4141.293	-903.320
12300.881	6026.924	-905.762
-4993.021	3007.587	-908.203
6529.500	3366.932	-910.645
390.288	1610.242	-913.086
11431.508	-2656.953	-915.527
-10396.445	318.304	-917.969
-3715.960	-2519.922	-920.410
1529.618	-1273.468	-922.852
3072.921	-9949.743	-925.293
9435.111	-4283.466	-927.734
1613.162	5191.621	-930.176
-3656.364	-7149.352	-932.617
11055.798	-7407.206	-935.059
11570.519	-4150.875	-937.500
-2376.214	-1878.734	-939.941
-772.761	-8018.837	-942.383
2648.414	-3383.389	-944.824
-1054.290	-8758.817	-947.266
