Data Point Listing of File C:\Documents and Settings\NMR\Desktop\FPraktikum\2021\16122021\centerfrquency-1.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	kHz
-5410.398	-6466.219	937.500
-4692.016	2589.926	935.059
-1171.641	-4205.292	932.617
-4703.070	-3647.135	930.176
7924.250	-987.309	927.734
5047.309	-165.672	925.293
-4628.879	-5293.293	922.852
-2206.590	-5316.473	920.410
8907.649	1764.980	917.969
13591.620	-9975.313	915.527
-6137.553	5480.699	913.086
4700.580	1619.734	910.645
2423.232	6643.695	908.203
-6144.447	-1339.600	905.762
1493.596	-4954.145	903.320
2642.813	1586.791	900.879
2246.235	-1286.184	898.438
-5326.957	-724.102	895.996
-4645.845	-6074.052	893.555
-4320.451	-3359.695	891.113
-10041.560	6407.531	888.672
-7367.649	3155.294	886.230
-6709.199	162.242	883.789
5516.727	-2075.133	881.348
3555.054	-4234.927	878.906
2852.556	2573.293	876.465
-2752.042	-3181.764	874.023
-7638.966	-267.033	871.582
1880.579	-2650.935	869.141
4530.428	11759.905	866.699
-6943.413	5300.727	864.258
4267.729	5072.163	861.816
8636.085	2661.011	859.375
13354.740	132.703	856.934
-5081.256	-983.047	854.492
5076.272	-10446.501	852.051
-3126.577	7140.472	849.609
-535.568	7342.690	847.168
6066.835	-1941.592	844.727
-3138.565	-6645.032	842.285
-4337.742	-435.359	839.844
6417.464	6629.417	837.402
3259.710	3628.287	834.961
3146.762	-1470.630	832.520
1906.478	-311.982	830.078
2117.194	-2326.093	827.637
-2385.029	-1214.611	825.195
7020.165	5356.530	822.754
-2051.646	8004.342	820.313
-4802.410	7003.068	817.871
-3773.574	1094.664	815.430
4901.016	-8617.393	812.988
-9356.588	819.489	810.547
-606.526	-2106.995	808.105
-6807.375	-185.697	805.664
15872.352	-454.361	803.223
-1335.823	-891.902	800.781
7086.012	-771.632	798.340
-457.118	6035.414	795.898
-9428.950	-1194.423	793.457
7348.735	-6292.354	791.016
-3753.043	26.067	788.574
-2459.078	-9339.089	786.133
2247.588	-3735.877	783.691
-1252.729	-673.825	781.250
-9114.638	-1427.770	778.809
-1789.199	-1638.194	776.367
-653.808	630.832	773.926
1975.865	8769.350	771.484
4674.850	3077.383	769.043
7628.641	3815.094	766.602
7177.315	3009.763	764.160
16129.099	-7482.201	761.719
8311.849	-704.050	759.277
872.422	-6317.757	756.836
12593.263	-3327.779	754.395
7655.427	4147.210	751.953
9700.496	2416.470	749.512
2994.459	8931.609	747.070
1480.283	4909.701	744.629
8975.503	-104.777	742.188
-7635.156	1782.040	739.746
2739.283	-4362.534	737.305
-3838.908	799.081	734.863
-2429.964	2505.551	732.422
4328.986	-1727.506	729.980
-5536.305	-3495.931	727.539
4476.218	-2305.427	725.098
3117.542	-3935.687	722.656
-10550.571	-7930.214	720.215
4848.119	94.017	717.773
8301.896	2305.457	715.332
-326.060	1621.354	712.891
2911.185	4838.184	710.449
6434.774	11347.037	708.008
-1472.837	5762.550	705.566
2940.084	-2494.115	703.125
-7859.938	-8128.954	700.684
346.903	-882.998	698.242
2331.846	7080.401	695.801
11032.339	5129.675	693.359
5177.322	14926.133	690.918
8487.866	7270.290	688.477
4365.222	-186.525	686.035
6262.705	1727.005	683.594
-2468.969	8702.049	681.152
-5758.235	2635.789	678.711
-12371.773	1229.397	676.270
-2902.784	-3996.001	673.828
4842.888	199.784	671.387
-5075.468	-2236.913	668.945
-5837.364	554.057	666.504
-5224.096	1422.236	664.063
-209.816	-559.767	661.621
-6677.200	-13995.439	659.180
-143.589	166.457	656.738
5061.297	4581.119	654.297
6575.390	13514.264	651.855
2712.371	8886.016	649.414
5551.706	-21241.012	646.973
8483.432	-1323.980	644.531
2229.939	-1824.043	642.090
-252.373	677.006	639.648
-6033.953	4113.880	637.207
8148.508	-3452.269	634.766
5158.550	754.568	632.324
-11724.723	-8196.166	629.883
5933.229	2626.051	627.441
305.925	7052.782	625.000
14526.251	5212.032	622.559
9345.617	-636.283	620.117
2232.534	-5025.159	617.676
1005.456	1005.727	615.234
225.124	-5338.416	612.793
894.736	2726.512	610.352
-7983.937	5288.249	607.910
4747.986	-2896.010	605.469
-1698.047	-2057.088	603.027
1079.865	-4868.173	600.586
-2089.591	-4488.133	598.145
-7674.954	12571.473	595.703
-8125.585	1562.076	593.262
2391.767	6458.613	590.820
-5716.967	-7783.516	588.379
13146.174	1550.633	585.938
3414.879	-846.192	583.496
1039.242	7867.679	581.055
9351.384	501.320	578.613
-4060.290	-212.070	576.172
-5721.841	19613.373	573.730
7551.659	-7093.731	571.289
-3640.972	-10757.541	568.848
5241.707	4096.487	566.406
-12568.223	3391.445	563.965
-11850.346	4640.754	561.523
8891.469	4579.809	559.082
-330.406	-13267.717	556.641
746.385	4120.640	554.199
-2029.511	-1976.597	551.758
6200.562	5740.261	549.316
-10272.964	7661.562	546.875
-208.340	3018.632	544.434
-2675.043	12682.127	541.992
-5060.370	9166.619	539.551
-7575.513	1119.200	537.109
6340.354	-9000.394	534.668
-5275.367	-1412.163	532.227
-4709.186	8911.119	529.785
772.391	-2748.441	527.344
-7971.358	4003.273	524.902
-5436.226	-3352.631	522.461
-707.898	6090.717	520.020
-13229.828	-4605.038	517.578
2117.862	-1079.630	515.137
-6560.404	4920.532	512.695
5628.393	-15987.578	510.254
8011.230	1712.296	507.813
1878.296	5334.589	505.371
614.234	-1352.064	502.930
7736.605	17424.211	500.488
6414.646	6156.348	498.047
-9548.172	4899.826	495.605
6513.279	-2272.847	493.164
-1973.260	-1751.080	490.723
6139.369	4733.229	488.281
-3862.681	4768.737	485.840
776.478	4053.023	483.398
-4450.855	2908.405	480.957
899.401	8613.023	478.516
9899.212	3129.462	476.074
-4109.619	-4177.622	473.633
5177.443	5429.341	471.191
2452.037	11539.420	468.750
10468.398	14140.336	466.309
8274.766	-4733.733	463.867
8097.029	-6965.137	461.426
-12038.045	-90.305	458.984
-184.531	-10998.514	456.543
4978.613	9406.477	454.102
19070.531	1294.919	451.660
-6960.225	-799.472	449.219
6800.892	2545.010	446.777
1083.012	-13624.660	444.336
-1731.165	3331.675	441.895
-3750.600	9936.740	439.453
10333.283	-3257.417	437.012
654.092	149.439	434.570
-1538.675	14953.147	432.129
-4728.520	-7607.845	429.688
2201.991	-3376.005	427.246
9098.197	-7311.234	424.805
-509.194	-1915.616	422.363
4325.476	-3556.350	419.922
-4449.433	-371.771	417.480
4861.443	3327.868	415.039
-10884.189	2306.086	412.598
1156.108	-13179.464	410.156
-14314.740	-329.525	407.715
7235.738	4572.658	405.273
5550.547	-301.823	402.832
-7842.289	-7609.276	400.391
-2283.702	12436.512	397.949
1139.859	-5574.023	395.508
3248.855	-1793.406	393.066
5904.136	1749.531	390.625
12712.105	-12741.605	388.184
6820.478	-1796.403	385.742
-5716.061	-4326.381	383.301
12863.514	3430.771	380.859
-8164.546	-14960.137	378.418
2070.082	8483.249	375.977
-3235.335	6013.645	373.535
4494.303	-7621.114	371.094
1593.694	-3180.884	368.652
-9914.270	9268.110	366.211
-444.370	-4073.339	363.770
-12382.175	3952.024	361.328
809.020	14081.184	358.887
558.610	-1560.896	356.445
6336.630	-9269.285	354.004
-621.581	2556.031	351.563
7902.415	6485.465	349.121
-4651.550	1534.581	346.680
-4760.900	-7627.544	344.238
-3979.596	1933.310	341.797
-3999.947	-8327.395	339.355
-5216.377	-3699.723	336.914
-4400.798	-5159.326	334.473
-9199.912	-6907.622	332.031
-2048.048	-1785.963	329.590
-5974.912	4596.547	327.148
1840.291	5695.521	324.707
-3618.041	-2320.722	322.266
-322.076	-2783.965	319.824
-183.844	-1984.709	317.383
-3720.707	-4418.785	314.941
-9055.336	261.415	312.500
939.020	14568.930	310.059
4546.378	139.215	307.617
8207.849	-3487.406	305.176
12038.010	17368.523	302.734
8977.131	10281.301	300.293
-9197.045	-10772.461	297.852
1546.995	-5504.203	295.410
5670.176	6146.994	292.969
5915.333	4578.768	290.527
-7624.675	887.429	288.086
10048.564	15962.189	285.645
-6250.873	8090.785	283.203
13423.315	-10568.180	280.762
-2841.496	10365.233	278.320
6898.997	-5631.248	275.879
-3092.716	2051.646	273.438
-10487.257	3043.609	270.996
-738.357	-7682.603	268.555
3308.000	1481.696	266.113
8175.883	-3405.375	263.672
1711.410	-6171.972	261.230
3504.718	-15368.834	258.789
-16353.555	-3197.077	256.348
-20152.320	9638.457	253.906
-10901.774	-5980.770	251.465
2704.092	-8904.080	249.023
-4849.221	6214.697	246.582
10.705	-3335.473	244.141
7360.248	11613.746	241.699
10606.338	3597.787	239.258
-6616.795	3999.323	236.816
4564.867	19763.996	234.375
660.494	510.635	231.934
-5953.727	-2648.768	229.492
3923.508	-8601.311	227.051
4972.160	-5457.768	224.609
-851.702	133.251	222.168
-10192.889	-6923.810	219.727
5894.518	4559.063	217.285
-6218.118	2178.086	214.844
-4121.827	-3630.774	212.402
-11505.684	4915.034	209.961
-1710.998	7906.750	207.520
1830.777	-7514.902	205.078
2873.536	9835.522	202.637
11420.611	8031.838	200.195
-2244.141	-14034.482	197.754
-6986.457	-4448.901	195.313
648.489	-3648.339	192.871
-6321.500	-10296.313	190.430
-8017.194	592.142	187.988
1619.533	-4790.217	185.547
539.824	-5050.188	183.105
3946.521	-3880.177	180.664
1779.865	-1178.411	178.223
-5319.142	-18186.854	175.781
4061.941	-1186.716	173.340
-6079.788	710.594	170.898
17622.031	1345.408	168.457
297.696	6866.702	166.016
-15076.926	3513.576	163.574
8003.228	3258.709	161.133
-4624.747	2373.750	158.691
-664.229	-652.475	156.250
10120.083	-2441.367	153.809
-10447.930	-6069.837	151.367
-3501.175	7303.149	148.926
-8271.435	-3590.048	146.484
-235.730	-1451.985	144.043
2279.162	10961.849	141.602
-18153.719	2100.832	139.160
-5912.350	6106.993	136.719
-1714.436	6798.440	134.277
17568.918	-11014.665	131.836
8688.981	-10573.021	129.395
19080.855	-857.007	126.953
8404.150	-848.373	124.512
-2830.756	1505.216	122.070
-144.589	1390.542	119.629
4848.798	-2094.523	117.188
-15972.990	-87.842	114.746
-10381.221	8987.741	112.305
-4908.969	-2287.495	109.863
5406.822	-649.199	107.422
9044.463	-2048.239	104.980
3690.684	3614.271	102.539
1528.585	4448.818	100.098
-16888.238	-4414.145	97.656
6515.656	-551.467	95.215
3953.105	794.822	92.773
-9201.729	2201.297	90.332
-1646.041	-3767.049	87.891
-9299.042	-5334.614	85.449
-3330.700	-4115.195	83.008
-16275.316	8327.891	80.566
946.831	11616.800	78.125
1979.146	2163.797	75.684
-9100.264	-4947.404	73.242
-2778.771	3461.117	70.801
2984.625	-6144.529	68.359
-6208.854	3665.530	65.918
3458.137	7399.396	63.477
8006.127	14234.963	61.035
11655.242	1632.198	58.594
6130.008	-7609.437	56.152
6331.563	-6771.921	53.711
1460.260	834.986	51.270
1269.103	-3753.927	48.828
-454.449	3899.432	46.387
5607.281	-3133.381	43.945
13335.571	-4762.547	41.504
2767.804	-6793.863	39.063
-2868.910	-3378.489	36.621
-4008.278	4001.138	34.180
-4314.735	2506.215	31.738
-12794.337	6667.859	29.297
-4797.854	4916.905	26.855
1149.513	14316.387	24.414
-2206.740	22820.172	21.973
637.401	10766.285	19.531
-15095.391	6461.657	17.090
-19375.496	9518.793	14.648
4645.243	11920.349	12.207
5643.669	6052.554	9.766
1305.630	13176.793	7.324
-2875.193	2174.322	4.883
-5672.394	21327.953	2.441
-12249.001	-25661.453	0.000
5504.842	23643.691	-2.441
7263.929	4654.118	-4.883
6189.443	13812.819	-7.324
-3045.594	6939.438	-9.766
5925.263	14141.324	-12.207
5133.807	5121.920	-14.648
24380.152	-7366.292	-17.090
8823.025	4866.034	-19.531
9218.802	8722.443	-21.973
14054.537	6659.655	-24.414
6677.379	2830.487	-26.855
5012.020	568.473	-29.297
8527.668	18766.734	-31.738
-4500.463	-9790.214	-34.180
-10853.068	-747.517	-36.621
-3862.202	3918.672	-39.063
-5332.508	-7223.896	-41.504
-4868.353	8194.360	-43.945
-4397.880	-7835.928	-46.387
-15224.381	-2166.475	-48.828
-1255.446	6496.755	-51.270
-9626.064	8816.737	-53.711
-11549.305	23641.891	-56.152
-1633.274	15118.918	-58.594
178.987	-290.441	-61.035
-6478.168	13105.244	-63.477
7011.441	10481.515	-65.918
-7497.196	6290.543	-68.359
-3142.437	15965.360	-70.801
-3827.415	-398.089	-73.242
1462.975	-810.162	-75.684
3092.151	-4317.602	-78.125
1275.995	8872.013	-80.566
-2362.605	6297.255	-83.008
6558.104	5626.771	-85.449
-10917.483	7908.170	-87.891
6806.049	-9805.117	-90.332
2113.320	-4695.557	-92.773
8072.423	-1403.216	-95.215
-3182.413	12519.728	-97.656
-496.217	-1412.375	-100.098
-864.144	-6165.757	-102.539
-7561.969	1149.725	-104.980
15995.053	-1300.619	-107.422
-2531.406	-10527.794	-109.863
5709.949	2750.102	-112.305
15417.242	1452.575	-114.746
-4682.736	-124.858	-117.188
7445.557	-1930.220	-119.629
-7366.109	-3302.310	-122.070
-11937.986	-1587.100	-124.512
-3743.576	-4614.665	-126.953
-2061.305	11854.145	-129.395
-8000.181	-7810.196	-131.836
-3635.003	-4099.865	-134.277
4570.522	-10257.392	-136.719
-14098.723	2844.588	-139.160
-2472.844	1538.447	-141.602
8270.354	-320.884	-144.043
-25157.348	3116.012	-146.484
-8324.176	-2997.515	-148.926
-1318.125	3583.224	-151.367
-8071.674	5042.603	-153.809
-2910.380	11724.614	-156.250
-2514.918	6372.006	-158.691
-9320.605	6434.171	-161.133
-2405.919	3884.711	-163.574
2927.594	-3078.776	-166.016
15961.971	5791.081	-168.457
-6734.330	7269.580	-170.898
13114.324	10080.165	-173.340
4720.432	3549.444	-175.781
-3939.211	19093.992	-178.223
3969.315	9921.128	-180.664
1927.969	7404.926	-183.105
1071.723	8352.518	-185.547
-4178.326	4518.491	-187.988
1637.567	19683.205	-190.430
-4098.337	12031.188	-192.871
-1470.491	4032.898	-195.313
-4521.146	25367.516	-197.754
-4567.219	8312.472	-200.195
-7039.646	8965.650	-202.637
3809.979	4400.147	-205.078
-10277.320	-10292.850	-207.520
4791.627	9907.851	-209.961
11657.902	7575.836	-212.402
-4710.579	-3306.008	-214.844
13162.334	14513.648	-217.285
3519.821	9242.946	-219.727
-9509.354	-8463.751	-222.168
14151.848	4463.469	-224.609
1818.576	-12335.643	-227.051
14039.337	9592.517	-229.492
3119.011	-54.683	-231.934
-3092.575	-25179.582	-234.375
142.839	765.530	-236.816
3560.365	-7329.363	-239.258
-6569.967	-7095.418	-241.699
-5099.335	341.666	-244.141
-9176.821	-7114.170	-246.582
-1323.729	4739.980	-249.023
-12900.676	2656.728	-251.465
-17374.965	-2871.924	-253.906
-6784.873	-8156.928	-256.348
-23437.596	-10688.852	-258.789
-14312.119	1592.844	-261.230
-12505.067	5217.195	-263.672
-22130.391	7229.436	-266.113
-20966.301	7900.740	-268.555
-20989.047	10790.939	-270.996
-31427.227	22818.992	-273.438
-36170.602	30293.240	-275.879
-28316.023	43123.805	-278.320
-34633.375	48133.387	-280.762
-27824.025	44366.125	-283.203
-17196.859	59057.664	-285.645
-14103.202	57297.875	-288.086
-20583.619	73014.516	-290.527
-1452.247	97330.484	-292.969
13977.470	86425.672	-295.410
9222.822	106279.016	-297.852
40309.188	104586.406	-300.293
57620.738	118932.781	-302.734
72364.070	112772.516	-305.176
96218.578	110634.938	-307.617
121901.344	86245.352	-310.059
147434.563	62197.719	-312.500
170023.828	27439.887	-314.941
176057.578	-11283.978	-317.383
179304.375	-49810.305	-319.824
140254.781	-91309.125	-322.266
120930.781	-112165.484	-324.707
83263.875	-112148.484	-327.148
40070.121	-121311.078	-329.590
35501.133	-117107.766	-332.031
17363.100	-101686.938	-334.473
3915.630	-100724.359	-336.914
-20102.754	-86517.750	-339.355
-33675.188	-75191.344	-341.797
-30645.709	-59288.125	-344.238
-35520.547	-42313.258	-346.680
-20447.586	-45859.891	-349.121
-29753.863	-25336.012	-351.563
-31039.422	-19541.174	-354.004
-32931.016	-25342.660	-356.445
-28605.600	-16178.498	-358.887
-28235.277	-5997.179	-361.328
-25006.484	-15691.637	-363.770
-16070.918	-557.917	-366.211
-11459.014	-4124.357	-368.652
-12922.206	8978.764	-371.094
1047.288	3377.813	-373.535
-9625.105	9460.360	-375.977
-3011.241	3757.599	-378.418
-13196.580	2586.309	-380.859
6282.391	-5123.005	-383.301
-16500.568	-1269.294	-385.742
-9389.230	3231.504	-388.184
8559.171	-4756.160	-390.625
2215.700	-9041.117	-393.066
-5794.038	313.284	-395.508
6102.325	-7355.726	-397.949
6032.647	-936.881	-400.391
6125.252	-4609.357	-402.832
2828.538	1805.626	-405.273
2468.519	-2070.446	-407.715
7035.708	-8107.531	-410.156
-7152.337	-11320.866	-412.598
2760.059	-3751.962	-415.039
-5101.891	-3595.435	-417.480
7856.987	-9499.666	-419.922
-3495.576	-1727.130	-422.363
130.148	-2682.624	-424.805
-9303.086	-12328.381	-427.246
2830.370	-10369.607	-429.688
-10573.000	-8964.907	-432.129
3995.203	-19242.371	-434.570
-2704.030	5447.755	-437.012
1506.150	9073.938	-439.453
5666.620	4315.440	-441.895
-12238.832	-7983.323	-444.336
2846.831	-10356.178	-446.777
-3514.676	2261.041	-449.219
2915.301	-6352.878	-451.660
-10169.502	-1962.007	-454.102
-15283.683	2677.450	-456.543
1964.351	-355.687	-458.984
-2325.677	-5591.842	-461.426
8668.965	-8024.173	-463.867
4039.418	-12845.605	-466.309
-6383.104	-7700.589	-468.750
-7353.909	-19329.449	-471.191
-9113.226	-17897.014	-473.633
2416.366	7866.811	-476.074
9600.726	382.665	-478.516
-17.402	-5449.643	-480.957
350.843	489.775	-483.398
910.109	-6941.840	-485.840
-3384.718	150.618	-488.281
5932.984	-1441.898	-490.723
-10684.885	843.406	-493.164
3836.952	-3990.759	-495.605
-146.903	-10471.034	-498.047
-5575.124	2240.904	-500.488
1081.053	-3527.047	-502.930
-252.290	-2248.945	-505.371
-6226.257	442.644	-507.813
578.865	3061.536	-510.254
2318.310	-1254.711	-512.695
-6398.875	5234.161	-515.137
8326.187	2901.440	-517.578
12548.943	-1724.505	-520.020
8502.621	1395.099	-522.461
6849.060	-7129.067	-524.902
4359.479	-13520.204	-527.344
-1223.017	4209.189	-529.785
-784.163	-10092.993	-532.227
-5495.427	2622.654	-534.668
9716.331	-7564.751	-537.109
-4747.589	4041.841	-539.551
2946.934	4603.828	-541.992
-1305.757	-18.545	-544.434
545.839	-5493.239	-546.875
-518.427	2290.161	-549.316
-2980.853	-8107.175	-551.758
2784.547	2377.840	-554.199
5548.177	-13631.648	-556.641
-624.708	8300.629	-559.082
-10852.491	-11837.193	-561.523
12259.249	-2640.554	-563.965
-1816.087	240.125	-566.406
-6655.373	-2930.040	-568.848
-4807.889	2777.505	-571.289
6833.053	1493.262	-573.730
-10248.083	10546.295	-576.172
4369.069	-539.702	-578.613
-592.397	-5641.468	-581.055
3867.319	131.063	-583.496
3523.312	5113.535	-585.938
9348.277	-5515.741	-588.379
8036.248	-4956.569	-590.820
-4336.053	-4695.153	-593.262
-1260.951	-8726.396	-595.703
-4315.242	6235.736	-598.145
-2049.126	4831.781	-600.586
11764.713	-3427.784	-603.027
-9222.809	295.206	-605.469
3418.929	-212.248	-607.910
5565.086	6354.631	-610.352
-1591.887	2583.571	-612.793
7287.716	-1940.830	-615.234
11055.740	8960.138	-617.676
-1966.169	3091.052	-620.117
8455.587	3038.023	-622.559
-5924.173	-2688.222	-625.000
7306.507	1765.324	-627.441
-4658.520	-7251.120	-629.883
38.575	403.743	-632.324
2888.180	-13379.904	-634.766
1410.141	-1178.718	-637.207
4649.573	2555.058	-639.648
2350.150	-4745.716	-642.090
5912.776	-3033.326	-644.531
1235.242	3893.758	-646.973
2851.496	-5058.484	-649.414
-3145.192	-215.802	-651.855
2560.593	-4361.209	-654.297
16795.383	12509.400	-656.738
-1936.610	-4882.712	-659.180
12977.225	-666.023	-661.621
-4098.106	4400.641	-664.063
-1143.584	2315.473	-666.504
-10551.164	-9879.018	-668.945
2113.236	-5676.318	-671.387
7551.993	-6593.658	-673.828
3771.606	4954.925	-676.270
-3707.729	-3967.860	-678.711
-852.110	163.644	-681.152
-1212.809	-9452.749	-683.594
-1669.819	-2393.763	-686.035
11300.084	1977.892	-688.477
9293.377	-3256.183	-690.918
-1385.052	1117.002	-693.359
6531.947	1259.442	-695.801
-2680.611	-6323.543	-698.242
-1226.010	-12758.041	-700.684
10883.558	-8791.366	-703.125
8911.400	-393.130	-705.566
-3479.454	-2599.451	-708.008
2119.817	-271.992	-710.449
4519.217	2375.133	-712.891
10552.769	8372.847	-715.332
11143.752	-3468.671	-717.773
3738.792	-5000.388	-720.215
-2470.436	2341.424	-722.656
1167.810	3258.813	-725.098
-499.470	2684.052	-727.539
79.293	-5214.573	-729.980
-4956.977	6103.028	-732.422
-827.204	-2215.424	-734.863
-1780.183	-3038.123	-737.305
3773.501	972.480	-739.746
-5349.738	-3639.380	-742.188
10117.647	5489.852	-744.629
7534.650	-470.180	-747.070
-6581.213	551.308	-749.512
2887.961	-901.730	-751.953
1450.422	1347.607	-754.395
-4149.216	3093.656	-756.836
-4679.672	-2656.733	-759.277
-3083.698	-2621.504	-761.719
-4442.413	8324.264	-764.160
-8012.363	-7653.736	-766.602
-7884.885	-5723.054	-769.043
2196.172	-8049.418	-771.484
-7593.675	-2254.817	-773.926
4065.227	-358.600	-776.367
2999.931	-1690.707	-778.809
-14775.342	-2852.006	-781.250
-6347.138	-433.883	-783.691
-8421.916	1208.265	-786.133
7518.901	-5503.885	-788.574
211.051	-2931.544	-791.016
1332.242	344.512	-793.457
3140.064	-341.982	-795.898
-2582.313	-4561.863	-798.340
5343.004	-11757.800	-800.781
-3160.869	-2915.903	-803.223
-3374.565	2424.797	-805.664
250.265	8918.807	-808.105
4545.630	-16137.068	-810.547
-1038.693	-10550.348	-812.988
1435.853	-7088.936	-815.430
-2975.677	-3107.358	-817.871
-7653.904	4587.961	-820.313
4913.628	-5063.794	-822.754
666.031	-171.126	-825.195
3473.952	-680.496	-827.637
7168.525	-2187.674	-830.078
-4102.746	5834.505	-832.520
-1667.505	-12076.124	-834.961
-11143.057	-2767.501	-837.402
11260.447	-3337.243	-839.844
3091.130	873.091	-842.285
6731.413	-3670.300	-844.727
8125.742	-4367.572	-847.168
11372.999	-3741.694	-849.609
-2137.151	4810.963	-852.051
-1607.697	7595.255	-854.492
8319.906	5556.175	-856.934
3470.631	-977.946	-859.375
-725.151	-8428.855	-861.816
346.588	3547.829	-864.258
4404.647	732.551	-866.699
-11482.096	8866.984	-869.141
439.961	-6213.467	-871.582
752.955	-6652.769	-874.023
-1487.067	2423.994	-876.465
3601.825	721.424	-878.906
-354.698	2194.791	-881.348
728.744	3867.513	-883.789
-2521.662	-1616.337	-886.230
985.278	-4815.677	-888.672
-2925.843	-1141.652	-891.113
-6541.454	7864.346	-893.555
2760.563	1938.015	-895.996
-9937.493	132.270	-898.438
-3129.952	2884.411	-900.879
2683.109	982.363	-903.320
3691.133	-8240.128	-905.762
-9660.743	777.956	-908.203
716.346	4335.894	-910.645
-9533.788	-1914.738	-913.086
5465.801	7457.326	-915.527
-534.329	-914.390	-917.969
-9476.180	2037.850	-920.410
13070.508	2576.574	-922.852
969.322	-646.400	-925.293
-1667.127	2428.882	-927.734
2531.893	441.606	-930.176
-293.570	46.146	-932.617
888.582	4761.863	-935.059
-3813.984	-7836.538	-937.500
4976.386	-92.835	-939.941
-3983.558	-2387.223	-942.383
7221.503	5348.691	-944.824
-3958.072	2171.274	-947.266
3891.318	2029.934	-949.707
11476.088	89.696	-952.148
464.456	8003.871	-954.590
5343.525	6479.401	-957.031
