-1	-0.4956366	4426.962
-0.97	-0.4935308	4427.513
-0.94	-0.4928816	4428.059
-0.91	-0.4941258	4428.604
-0.88	-0.4940042	4429.152
-0.85	-0.4923037	4429.699
-0.82	-0.5062696	4430.246
-0.79	-0.5042958	4430.793
-0.76	-0.5032827	4431.34
-0.73	-0.5048973	4431.887
-0.7	-0.5057992	4432.434
-0.67	-0.5067049	4432.981
-0.64	-0.5072422	4433.527
-0.61	-0.5080991	4434.074
-0.58	-0.5072996	4434.62
-0.55	-0.5088269	4435.166
-0.52	-0.5091122	4435.713
-0.49	-0.50705	4436.26
-0.46	-0.5051656	4436.807
-0.43	-0.5090107	4437.355
-0.4	-0.5087047	4437.902
-0.37	-0.5113856	4438.449
-0.34	-0.5087585	4438.996
-0.31	-0.5099956	4439.543
-0.28	-0.5095642	4440.09
-0.25	-0.5118489	4440.638
-0.22	-0.5122422	4441.184
-0.19	-0.5107229	4441.73
-0.16	-0.5120413	4442.277
-0.13	-0.510245	4442.824
-0.1	-0.5130968	4443.371
-0.07	-0.5107705	4443.918
-0.04	-0.5101556	4444.465
-0.01	-0.5125354	4445.013
0.02	-0.5113962	4445.56
0.05	-0.5110019	4446.106
0.08	-0.51135	4446.654
0.11	-0.5087249	4447.2
0.14	-0.5110602	4447.747
0.17	-0.5114527	4448.294
0.2	-0.5070123	4448.841
0.23	-0.5043592	4449.388
0.26	-0.5044146	4449.936
0.29	-0.5037089	4450.481
0.32	-0.4990984	4451.029
0.35	-0.482948	4451.575
0.38	-0.482699	4452.122
0.41	-0.4890659	4452.669
0.44	-0.4861952	4453.216
0.47	-0.4804817	4453.764
0.5	-0.4581366	4454.31
0.53	-0.446966	4454.856
0.56	-0.461356	4455.403
0.59	-0.4565057	4455.95
0.62	-0.4497122	4456.497
0.65	-0.4168664	4457.044
0.68	-0.4062007	4457.591
0.71	-0.4028184	4458.137
0.74	-0.3982479	4458.685
0.77	-0.397764	4459.231
0.8	-0.3899943	4459.778
0.83	-0.3827811	4460.325
0.86	-0.3749794	4460.872
0.89	-0.3664104	4461.419
0.92	-0.3574496	4461.965
0.95	-0.3497104	4462.512
0.98	-0.3397005	4463.059
1.01	-0.3292279	4463.604
1.04	-0.3178526	4464.15
1.07	-0.3054585	4464.697
1.1	-0.2917508	4465.244
1.13	-0.2784084	4465.792
1.16	-0.2641131	4466.337
1.19	-0.2490721	4466.885
1.22	-0.2346932	4467.431
1.25	-0.2189344	4467.978
1.28	-0.2027565	4468.524
1.31	-0.1868136	4469.071
1.34	-0.1704187	4469.619
1.37	-0.1535494	4470.165
1.4	-0.1366913	4470.712
1.43	-0.1198886	4471.26
1.46	-0.1022082	4471.806
1.49	-0.08437106	4472.419
1.52	-0.06652337	4472.999
1.55	-0.04876415	4473.547
1.58	-0.0306355	4474.093
1.61	-0.01247022	4474.64
1.64	0.005580141	4475.255
1.67	0.02459538	4475.967
1.7	0.04288339	4476.53
1.73	0.06120528	4477.077
1.76	0.07980347	4477.625
1.79	0.0985697	4478.171
1.82	0.1164515	4478.785
1.85	0.1352691	4479.364
1.88	0.1540924	4479.912
1.91	0.1727437	4480.458
1.94	0.1912594	4481.005
1.97	0.2099282	4481.551
2	0.2286214	4482.096
